number_of_rooms,floor,floors,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,distnce_metro,type_of_accommodation0,type_of_accommodation1,type_of_house0,type_of_house1,type_of_house2,type_of_house3,type_of_house4,type_of_house5,type_of_house6,type_of_house7,repair0,repair1,repair2,repair3,repair4,repair5,district0,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13
3,2,6,1,0,0,0,0,0,0,24000000,89.0,57.6,13.0,1940,"Москва, ЗАО, р-н Дорогомилово, Бережковская наб., 14",0.8109883726109038,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,21,25,1,0,1,1,1,1,0,5000000,39.7,15.0,10.0,2015,"Москва, НАО (Новомосковский), Московский, мкр. Первый Московский Город-Парк, ул. Бианки, 2К1",10.863377305257368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,12,1,0,1,0,0,1,1,5100000,40.0,20.1,10.0,1969,"Москва, ВАО, р-н Новогиреево, Коренная ул., 8К1",1.4807791145529086,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,14,0,1,1,1,0,1,1,7500000,40.0,20.0,10.0,2003,"Москва, СЗАО, р-н Покровское-Стрешнево, ул. Большая Набережная, 11к2",1.7448737258023792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,5,0,1,0,0,0,1,1,17000000,100.0,70.5,10.0,1960,"Москва, ВАО, р-н Соколиная гора, ул. Буракова, 23",1.6490640421323954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,12,1,0,1,1,0,1,0,7600000,52.0,35.0,9.0,1975,"Москва, ЮВАО, р-н Выхино-Жулебино, Рязанский просп., 76/2",0.5173539089886385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,4,12,0,1,1,1,1,1,0,12000000,51.0,32.0,10.0,1974,"Москва, ЦАО, р-н Басманный, Ладожская ул., 15",0.5792251184924802,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,6,14,1,1,1,1,1,1,0,27000000,80.6,48.8,10.0,1994,"Москва, САО, р-н Беговой, Скаковая ул., 5",1.1614919063893303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,17,17,0,1,1,1,1,0,0,12600000,76.2,50.0,12.0,2011,"Москва, ЮАО, р-н Чертаново Южное, Россошанская ул., 6",1.0451657376091847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,9,25,2,0,1,1,1,1,0,22700000,118.0,52.0,20.0,2005,"Москва, СЗАО, р-н Южное Тушино, Лодочная ул., 9",1.983024112946645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,12,0,1,1,0,1,0,1,6300000,40.0,22.0,12.0,1982,"Москва, ВАО, р-н Преображенское, Большая Черкизовская ул., 20К2",1.3091352481120386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,25,1,0,1,1,0,0,0,5700000,41.0,20.0,13.0,2014,"Москва, ЮВАО, р-н Некрасовка, ул. Льва Яшина, 5к2",6.026346418350822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,9,17,1,0,1,1,1,0,0,11800000,54.0,38.0,16.0,1974,"Москва, ЦАО, р-н Мещанский, 2-й Крестовский пер., 4",0.18176558513406452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,6,25,2,0,1,1,1,1,0,20800000,90.0,60.0,15.0,2010,"Москва, СЗАО, р-н Покровское-Стрешнево, Сосновая аллея, 1",1.2332380799156877,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,6,0,1,1,0,0,0,1,14900000,73.4,50.9,6.7,1925,"Москва, ЮАО, р-н Даниловский, Люсиновская ул., 64К1",0.9362140975989858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,17,38,0,2,1,1,0,1,0,110000000,185.0,127.0,20.0,2006,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 70к1",2.6177175611375576,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,14,1,1,1,1,1,0,0,53000000,110.0,69.0,12.5,2003,"Москва, ЗАО, р-н Кунцево, ул. Маршала Тимошенко, 17К2",1.4562412656677657,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,1,0,0,0,0,0,1,3300000,32.0,18.0,6.0,1977,"Москва, НАО (Новомосковский), Щербинка, ул. Юбилейная, 12",4.703708387546127,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,12,1,0,1,0,0,0,1,8150000,49.0,31.8,10.0,1969,"Москва, ЗАО, р-н Можайский, Сколковское ш., 4",3.7205720633103976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0,1,0,0,0,0,0,6650000,38.3,17.5,8.5,1958,"Москва, СВАО, р-н Алексеевский, ул. Павла Корчагина, 14",1.7481370998518904,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,15,25,0,2,1,1,1,0,0,13600000,74.0,46.0,9.5,2013,"Москва, СЗАО, р-н Митино, Пятницкое ш., 21",0.7564579025706125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,16,25,0,2,1,1,1,1,0,16000000,70.0,40.0,12.0,2004,"Москва, ЮЗАО, р-н Обручевский, ул. Саморы Машела, 8к2",2.2167390135217167,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,5,7,1,0,1,1,1,1,1,22000000,108.0,72.0,20.0,2005,"Москва, СЗАО, р-н Куркино, Воротынская ул., 3",4.079773705732107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,12,1,1,1,1,1,1,0,18500000,73.0,34.0,13.0,2012,"Москва, СЗАО, р-н Южное Тушино, ул. Фабрициуса, 22",0.7291494378824689,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,16,0,1,1,1,1,0,0,6700000,43.5,21.0,9.0,2005,"Москва, ЮЗАО, р-н Северное Бутово, ул. Грина, 1К6",1.170157827487554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,1,17,0,1,0,0,0,0,0,10700000,72.0,45.0,10.0,1993,"Москва, СЗАО, р-н Митино, пер. Ангелов, 6",0.5909968214958101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,16,0,1,1,1,1,1,0,5900000,63.0,34.0,13.0,2017,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, к1702",21.373414027133325,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,1,0,0,0,0,0,1,11500000,60.0,38.0,11.0,2005,"Москва, ЮЗАО, р-н Южное Бутово, Остафьевская ул., 35К1",2.178778400684696,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,7,22,0,1,1,1,1,1,0,13400000,100.0,63.5,10.1,1997,"Москва, ЮВАО, р-н Марьино, Поречная ул., 23",1.6982829794829737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,14,17,0,1,0,0,1,0,0,10800000,76.0,44.5,10.0,1997,"Москва, СЗАО, р-н Митино, Пятницкое ш., 10",0.7661319825203862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,16,1,1,0,0,1,0,0,5800000,67.0,33.0,13.0,2017,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, к1702",21.373414027133325,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,15,0,1,1,1,0,1,1,7357850,39.41,14.9,11.4,2019,"Москва, ЮВАО, р-н Кузьминки, Зеленодольская ул., 41К2",0.31186116008208475,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,5,17,1,0,1,1,1,1,0,8400000,76.0,40.0,12.0,2004,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1802",21.22438304292859,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,12,1,0,0,0,0,0,0,5250000,39.0,21.0,8.5,1982,"Москва, СЗАО, р-н Северное Тушино, ул. Фомичевой, 13",0.5812943997909371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,14,1,0,1,1,1,0,0,3750000,38.0,19.0,8.0,1994,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 16-й, к1602",21.900326646143046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,12,0,0,0,0,0,0,1,4700000,40.0,24.0,6.5,1967,"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, аллея Березовая, 3",20.523381315545766,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4,14,0,1,1,1,1,0,0,8700000,94.0,60.0,9.0,1991,"Москва, ЗелАО, р-н Силино, Зеленоград, к1121",21.574701624972462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,22,1,1,1,1,1,0,0,12400000,77.8,45.2,10.4,2002,"Москва, САО, р-н Ховрино, Зеленоградская ул., 33К7",2.239595445149221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,9,0,1,0,0,0,0,1,8500000,47.1,31.2,8.9,1973,"Москва, САО, р-н Хорошевский, Хорошевское ш., 36Б",0.7859628055207112,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,17,0,1,0,0,1,0,0,4300000,43.0,21.3,8.6,2017,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, к1701",21.44831319984005,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,10,0,1,1,1,0,0,1,6200000,58.0,32.0,10.0,1994,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 16-й, к1626",21.73665720758822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,36,0,1,1,1,0,1,0,11420000,63.9,33.5,20.0,2018,"Москва, САО, р-н Войковский, Головинское ш.",0.5366392401559232,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,4,1,0,0,0,0,0,1,4200000,46.1,31.6,6.0,1963,"Москва, НАО (Новомосковский), Щербинка, ул. Вишневая, 7",3.9158463562795656,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,14,0,1,0,0,1,0,1,6750000,42.0,18.0,12.0,1998,"Москва, СЗАО, р-н Митино, ул. Барышиха, 33",1.3130393282556043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,12,1,1,1,1,1,1,0,15500000,61.7,32.6,9.0,2012,"Москва, ЮВАО, р-н Лефортово, Красноказарменная ул., 8",1.7606105977425048,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,14,45,0,1,1,1,1,1,0,7126200,64.2,30.4,10.8,2013,"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",4.204969201845493,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,12,12,0,3,1,1,1,1,0,32000000,225.0,175.0,14.0,2003,"Москва, ЗелАО, р-н Силино, Зеленоград, к1145",20.902445966313454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,17,1,0,1,1,0,0,1,13850000,64.0,46.0,10.0,2013,"Москва, СВАО, р-н Ростокино, проезд Кадомцева, 23",2.1791238876475165,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,12,0,1,0,0,1,0,0,6300000,64.0,45.2,7.0,1973,"Москва, ЮАО, р-н Бирюлево Западное, Харьковская ул., 1К2",4.241808708413994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,22,23,1,0,1,1,0,1,1,5990000,40.0,16.0,11.0,2017,"Москва, ЮЗАО, р-н Южное Бутово, Старокрымская ул., 15к1",1.112706039133274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,7,22,0,1,0,0,1,1,0,17990000,105.0,66.0,10.0,1995,"Москва, СВАО, р-н Отрадное, ул. Бестужевых, 25В",1.056208220620553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,9,0,1,1,0,1,1,0,9250000,59.0,43.0,7.0,1968,"Москва, ЮЗАО, р-н Коньково, ул. Островитянова, 27К1",0.2837607451643636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,8,32,0,2,0,0,1,0,0,35500000,147.0,90.0,11.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103",1.4076274986307582,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,11,16,1,0,1,1,1,1,0,6700000,42.1,24.0,8.5,2005,"Москва, ЮЗАО, р-н Северное Бутово, ул. Грина, 1К6",1.170157827487554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,11,12,0,0,1,0,0,1,1,7400000,39.0,24.0,6.6,1966,"Москва, ЗАО, р-н Кунцево, Молодогвардейская ул., 26к1",0.8165079902151678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,0,1,0,0,1,1,0,4900000,42.0,21.0,10.0,1995,"Москва, НАО (Новомосковский), Подсобного хозяйства Воскресенское поселок, 1А",6.665159902629982,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,21,1,0,1,0,0,0,0,10500000,48.8,32.0,10.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",1.2612420176450985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,34,0,2,1,1,0,1,0,39643752,121.0,90.0,19.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",1.821083789537996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,9,0,1,0,0,1,0,0,7000000,62.0,40.0,7.5,1987,"Москва, НАО (Новомосковский), Воскресенское поселение",6.697650947844582,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,14,0,1,0,0,1,0,0,11000000,78.0,48.2,8.5,1988,"Москва, ЮВАО, р-н Марьино, ул. Перерва, 26К1",0.9602273666390512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,2,17,0,1,0,0,1,0,0,6200000,52.0,31.0,11.0,2011,"Москва, ЮВАО, р-н Некрасовка, просп. Защитников Москвы, 9к1",5.731678566514296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,2,14,0,1,1,0,1,0,0,11000000,60.0,37.5,8.0,1988,"Москва, СВАО, р-н Марьина роща, Стрелецкая ул., 9К1",1.0505525843610617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,10,1,0,1,1,0,1,1,12300000,53.0,31.0,8.3,2001,"Москва, ЮВАО, р-н Южнопортовый, ул. Трофимова, 18А",1.1622892769439512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,4,12,0,1,1,0,1,0,0,6200000,31.6,16.7,7.0,1975,"Москва, СВАО, р-н Алексеевский, ул. Павла Корчагина, 11",1.6540617702561078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,9,1,0,1,0,0,1,1,8300000,38.0,23.0,7.5,1963,"Москва, ЮЗАО, р-н Черемушки, ул. Архитектора Власова, 19К5",0.6209099035653309,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,5,9,0,1,1,0,0,0,0,8600000,45.0,29.0,6.5,1971,"Москва, ЮЗАО, р-н Коньково, Миклухо-Маклая ул., 55",0.6109017783646294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,7,9,1,0,1,0,1,1,0,7500000,53.0,35.0,6.2,1970,"Москва, ВАО, р-н Вешняки, Снайперская ул., 14/9",0.8940386227763043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
